HUC_12,S012550,S003706,S009092,S011354,S010248,S016496,S008006,S010786,S013182,S010785,S014993,S005806,S010895,S010783,S010784,S010814,S013535,S004510,S013729,S020723,S002265,S010778,S018920,S018941,S018947,S018950,S010782,S013129,S014531,S013112,S010779,S010780,S010781,S012970,S000649,S022737,S022150,S014136,S002266,S010815,S010816,S013498,S018935,S014596,S012748,S013352,S011555,S013121,S014204,S010777,S012903,S022144,S013353,S019493,S011051,S014510,S004994,S011556,S008812,S003012,S005065,S008391,S013128,S009960,S015046,S009371,S014294,S014296,S021462,S003138,S022060,S009167,S001088,S009514,S012904,S009417,S008194,S009157,S014543,S009416,S001802,S014828,S000522,S001533,S001534,S022420,S020838,S015033,S014920,S013101,S003683,S003703,S003708,S004478,S013913,S013132,S000018,S017294,S022425,S011353,S014131,S003661,S003688,S003692,S004508,S005064,S000023,S023373,S008682,S000178,S012957,S016154,S020251,S008599,S003702,S005025,S011494,S013592,S003600,S019442,S019445,S022145,S008868,S001308,S008072,S012958,S013471,S008030,S013991,S002342,S010762,S014794,S008214,S013892,S013796,S003443,S003696,S007059,S010031,S015039,S013120,S013887,S020836,S014139,S013131,S009365,S003684,S004477,S012973,S013596,S013597,S013620,S013631,S013649,S013655,S013656,S008298,S008878,S018369,S022419,S004760,S002553,S021613,S002531,S003667,S009773,S013779,S005500,S013606,S004475,S015778,S001517,S008297,S017055,S003011,S003646,S003693,S004469,S004512,S016991,S016502,S022166,S017129,S015527,S013685,S005066,S003641,S007057,S019439,S013599,S013609,S014213,S006504,S001089,S001096,S001406,S003017,S013663,S013670,S007697,S010954,S003092,S002980,S001095,S002966,S002981,S002992,S002993,S002995,S002996,S005567,S005570,S005662,S005664,S007578,S007579,S010106,S010114,S012418,S014487,S004610,S008414,S007118,S013244,S011491,S002893,S008559,S023371,S010949,S010950,S007864,S001599,S003705,S015996,S016510,S022239,S000693,S022225,S000154,S000183,S022143,S017172,S013689,S022027,S022424,S003037,S003013,S004590,S008897,S021260,S000121,S009636,S015330,S003234,S014240,S017405,S013588,S012907,S019768,S008957,S022254,S013583,S013679,S013916,S014539,S008774,S022223,S010966,S003100,S008385,S000287,S001390,S001409,S001426,S001444,S007058,S007090,S009400,S009460,S016577,S003238,S013684,S011383,S008321,S009350,S010970,S008056,S002945,S002946,S002947,S002948,S002951,S010975,S010977,S002950,S002965,S007165,S007203,S007232,S007269,S007330,S007504,S010974,S010976,S010978,S019574,S009595,S022229,S001288,S013090,S003689,S016805,S013884,S013885,S022423,S005217,S009640,S019228,S013683,S005202,S008254,S022217,S013883,S019584,S015748,S016516,S015891,S000193,S007048,S013477,S022203,S019667,S004972,S010836,S013113,S016517,S015734,S003025,S013657,S003001,S010992,S016372,S013336,S010379,S020261,S002557,S001581,S009415,S020287,S012368,S011364,S014289,S000176,S000204,S000207,S000208,S001400,S004609,S010853,S002556,S000157,S008031,S005185,S019191,S020300,S013690,S003029,S007978,S022057,S008720,S015960,S017018,S008002,S014952,S013752,S013753,S013754,S001391,S001376,S001392,S001399,S023190,S003016,S008960,S002974,S020450,S002971,S001085,S001086,S022007,S022421,S010993,S016504,S012576,S013946,S022211,S019213,S022063,S021155,S013739,S004140,S013323,S013889,S003015,S009276,S019452,S022506,S022256,S019455,S002964,S004946,S004963,S020837,S005205,S005206,S007126,S002936,S005182,S015415,S009401,S019458,S019211,S021709,S002972,S004607,S017297,S013712,S022213,S022235,S022237,S022238,S018206,S003002,S000824,S007260,S009184,S013909,S005204,S004999,S016090,S011375,S013910,S016172,S016509,S001387,S001448,S000241,S019806,S011436,S005175,S000281,S012369,S013595,S008896,S014012,S005201,S005473,S021231,S003014,S010416,S002979,S011064,S008872,S005174,S008798,S001094,S006964,S012935,S012938,S020370,S012385,S012389,S001389,S001401,S012500,S005207,S001276,S010927,S014054,S015725,S022259,S015003,S013903,S001084,S001087,S001091,S004998,S004755,S016146,S003032,S016505,S009112,S020296,S005176,S008366,S010597,S001332,S001337,S001338,S001339,S001343,S001345,S005171,S022290,S009138,S001191,S001090,S002937,S002938,S002939,S002940,S002941,S002942,S002944,S005173,S005178,S005200,S003200,S015329,S019783,S008426,S022426,S011341,S003431,S004474,S012936,S013184,S016814,S009949,S010380,S011497,S000278,S017599,S008775,S000238,S020851,S015801,S008532,S013536,S016315,S017989,S023372,S015503,S014736,S003023,S013751,S000239,S004966,S005183,S013749,S011361,S021229,S001897,S022253,S015494,S002841,S019171,S019890,S022255,S013797,S004964,S000219,S014117,S016373,S003022,S003035,S003201,S003415,S000054,S000055,S008551,S001393,S011460,S001577,S005164,S009461,S005169,S012386,S012387,S016955,S019873,S014407,S010591,S001340,S018965,S005184,S010969,S019772,S010953,S004969,S001347,S022205,S005170,S005163,S021174,S008304,S021144,S012937,S003695,S019792,S007878,S013215,S007053,S016861,S002978,S001330,S001334,S001341,S008639,S002373,S020183,S016152,S016813,S003678,S013740,S020974,S013391,S005172,S000242,S004971,S020185,S010328,S010592,S015493,S005230,S016173,S012496,S014804,S009610,S001097,S009113,S009114,S009133,S011379,S014844,S002318,S001591,S019204,S018489,S019587,S003714,S022597,S001075,S011483,S008359,S011463,S012437,S019669,S019672,S014164,S013237,S019706,S022026,S016789,S000236,S022147,S000240,S004961,S017773,S005490,S013389,S020184,S015488,S019449,S005501,S020533,S018616,S010045,S010967,S017692,S013925,S013233,S013476,S008813,S009671,S013938,S002323,S004965,S012234,S015355,S010385,S014053,S014988,S010788,S014942,S000237,S004960,S008047,S015397,S022684,S015399,S021147,S023384,S022446,S004967,S021550,S021551,S021213,S023386,S000827,S000245,S001179,S002056,S020465,S005491,S019563,S021139,S013904,S016017,S009420,S014936,S016072,S003412,S009281,S020452,S014938,S015263,S008306,S010968,S000446,S022152,S014000,S000465,S000471,S000472,S000474,S002558,S011158,S004962,S000463,S003710,S016156,S016091,S016853,S004068,S023060,S002396,S009520,S014941,S001238,S015390,S015391,S015393,S015394,S015395,S015396,S015928,S022072,S001239,S012449,S017390,S021469,S023174,S022880,S010595,S013929,S015897,S011342,S000456,S001520,S016713,S022033,S020170,S006505,S001421,S014802,S013764,S002413,S014735,S001373,S001374,S000454,S003442,S018390,S017646,S021183,S013219,S021145,S015398,S018973,S020854,S017649,S021143,S020121,S000451,S013758,S023382,S023385,S023389,S021667,S020369,S000452,S020181,S013901,S002057,S003061,S005660,S009338,S016556,S011559,S010717,S013159,S009473,S004504,S017053,S014853,S018895,S020832,S020835,S020834,S020833,S014115,S023275,S022878,S021508,S017890,S017355,S003154,S008340,S020101,S020180,S008899,S021170,S020557,S008493,S008406,S009260,S000464,S002098,S009512,S017010,S021727,S002104,S013138,S008501,S020226,S000469,S000470,S010588,S018900,S022730,S013251,S021665,S021675,S004769,S009116,S008461,S009573,S000459,S009906,S009907,S009908,S009909,S009910,S009911,S009912,S009913,S009914,S009916,S009917,S009918,S009919,S009920,S009921,S009922,S009923,S009924,S010545,S002846,S010322,S008016,S015803,S023274,S015466,S022729,S014940,S015104,S008675,S001885,S002102,S021625,S009091,S014194,S014944,S020105,S018125,S012947,S020188,S016954,S020448,S020451,S021713,S001886,S016142,S016143,S020672,S019249,S011335,S018861,S021207,S011334,S020418,S020419,S020420,S020421,S020422,S021173,S019855,S020641,S019293,S016132,S018864,S000051,S023315,S021227,S002506,S011484,S014309,S006016,S012914,S020712,S003113,S009201,S021158,S021160,S010598,S020790,S015392,S016862,S021669,S010338,S002103,S022417,S022191,S018773,S020553,S021817,S018889,S018891,S018892,S018901,S001216,S015912,S000049,S023199,S021169,S021159,S021161,S014561,S015943,S002883,S020682,S001137,S021645,S021646,S012424,S015631,S010003,S000670,S000267,S014560,S018856,S017654,S004753,S008673,S019162,S001845,S000120,S014913,S000926,S008597,S014734,S016722,S019858,S012864,S015651,S016098,S018155,S006024,S020008,S021123,S014154,S021122,S002316,S014211,S008075,S020969,S017687,S023161,S014155,S021135,S002954,S018770,S018776,S018785,S016141,S023397,S020444,S009433,S000449,S017146,S002101,S021617,S020225,S014399,S021734,S015876,S018909,S021129,S020236,S013126,S014226,S002953,S018923,S020490,S016634,S020853,S020521,S015630,S020270,S020597,S017254,S021663,S021664,S017109,S021204,S020398,S000502,S018912,S010578,S016099,S018802,S019295,S020309,S002835,S021733,S016922,S020230,S020397,S020395,S020396,S013095,S019247,S018031,S019425,S020549,S021668,S018158,S003540,S021262,S021666,S001045,S017796,S020645,S020537,S021130,S012916,S001043,S001044,S019415,S016014,S007899,S015687,S020722,S019246,S017808,S017382,S018915,S014833,S020525,S023423,S000373,S000021,S009141,S022416,S014193,S019290,S021164,S021632,S009768,S021526,S021865,S021611,S015464,S008674,S014310,S019417,S022414,S010336,S014190,S009142,S002099,S014914,S022412,S022413,S000008,S000645,S018149,S019175,S020424,S020425,S020426,S020427,S020428,S020238,S015328,S014937,S014943,S019234,S018613,S004743,S002100,S020423,S010865,S018606,S008053,S014939,S021238,S021239,S000315,S018194,S007708,S020560,S000615,S013566,S016330,S002963,S018767,S010337,S000007,S008734,S018562,S010869,S007900,S017772,S019243,S009580,S001471,S021162,S008084,S020541,S020755,S020445,S010000,S020545,S019432,S019616,S020232,S016097,S016409,S012889,S021816,S000048,S013783,S020228,S000623,S017577,S013770,S014345,S020220,S021163,S019492,S020653,S016408,S010867,S019435,S010868,S019571,S020649,S021674,S021631,S021626,S020324,S013264,S008312,S023061,S017153,S019631,S001900,S019221,S001849,S001896,S018913,S023091,S014308,S019218,S017569,S010339,S009915,S020513,S007931,S012446,S020112,S019161,S002041,S010866,S008250,S016096,S004729,S012447,S015032,S021706,S014945,S019920,S018642,S020855,S008912,S004693,S001899,S008598,S014984,S018689,S021763,S000730,S000379,S019579,S014175,S022418,S015465,S009896,S016723,S016724,S010110,S022062,S008442,S002647,S020168,S015240,S020166,S018089,S020562,S015975,S016346,S021541,S020563,S023092,S014311,S012313,S009942,S001898,S014782,S015031,S005221,S021548,S021223,S000378,S010864,S020961R,S016326R,S020214,S021628,S021627,S021629,S002962,S021133,S012562,S021630,S020789,S020561,S000317,S018603,S014982R,S014344,S014783,S014983,S020661,S020169,S019397,S022168,S014781R,S016163,S014780R,S018647,S006353,S014784R,S012608,S000697,S022169,S012890,S005222,S019622,S003134,S000630,S008459,S020657,S000731,S017286,S000729,S019929R,S006354,S020716,S000698,S009897
180201630703,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
180201630702,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
180201630701,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
